pricing_plan_id,app_id,feature
1,1,Custom Hit Counter
2,1,No POWr Logo
2,1,Count Unique Visits Only
3,1,No POWr Logo
3,1,Count Unique Visits Only
3,1,Custom CSS and JS
4,1,No POWr Logo
4,1,Count Unique Visits Only
4,1,Custom CSS + JS
4,1,FREE Business Upgrade for all 50 POWr Plugins
10,7,All features included
11,8,Customizable popup cart
11,8,Buy Now button
11,8,Straight to checkout option
11,8,100% mobile-friendly
11,8,24/7 fast support
14,11,Product Customizer & Product Personalizer
14,11,Conditional Logic
14,11,Buttons
14,11,Color swatches
14,11,Image swatches
14,11,Checkboxes
14,11,Radio Buttons
14,11,Text boxes
14,11,File Upload
17,14,3 contact forms or other widgets with unlimited usage
18,14,10 contact forms or other widgets
18,14,"Target widgets by page URL, location, traffic source, and device"
18,14,Advanced triggers
19,14,Unlimited contact forms or other widgets
20,15,"It Provides Delivery Date &Time Selection,"
20,15,"Cut Off Time (Same for Everyday),"
20,15,"Same Day & Next Day Delivery,"
20,15,Blocking Specific Days & Date
21,15,Add Delivery Date & Time information under customer order Email
21,15,Auto Select for Next Available Delivery Date
22,15,Manage Cut Off Time for each individual weekday
22,15,Manage Delivery Time and Count for each individual weekday
23,15,All Basic Features
23,15,Delivery Date & Time for Each Product
24,16,* Automatic daily backups
24,16,* Start backup anytime
24,16,* 3 000 products
24,16,* 100 orders per month
25,16,* Automatic daily backups
25,16,* Start backup anytime
25,16,* 10 000 products
25,16,* 500 orders per month
26,16,* Automatic daily backups
26,16,* Start backup anytime
26,16,* Unlimited products
26,16,* Unlimited orders per month
29,19,The basic features you need to spice up your Shopify store's gift cards
29,19,Access to a select number of designs
30,19,Our most popular option
30,19,A larger design library and more options for customers
30,19,Senders can add personal note
31,19,Add your brand's logo and imagery
31,19,Offer one or more custom branded design
31,19,One time $99 design fee
32,20,No POWr Logo
32,20,12 Entries
32,20,Advanced Video Controls
33,20,No POWr Logo
33,20,20 Entries
33,20,Social Share Buttons
33,20,SEO Alt Tags
33,20,Lightbox Popup
33,20,Text Search Bar
33,20,Custom CSS+JS
34,20,As Pro +
34,20,Unlimited Entries
34,20,FREE Business upgrade for all 50 POWr Plugins
35,20,5 Entries
41,26,Edit over 30 product fields and attributes
41,26,5 free in-app edits per month
41,26,5 free spreadsheet edits per month
42,26,Schedule Edits
42,26,Unlimited Edits per Month
42,26,2 Concurrent Edits
43,26,10x Faster Inventory Level Edits
43,26,Recurring Edits
43,26,20 Concurrent Edits
44,26,Custom Inventory Sync Development
44,26,Exportable Audit Logs
44,26,40 Concurrent Edits
47,29,1000 images/month
47,29,Auto & Manual compression
47,29,Alt Texts & Filenames
47,29,Convert PNG to JPG
47,29,"Product, Collection, Asset, and Blog Featured images"
48,29,2000 images/month
48,29,Auto & Manual compression
48,29,Alt Texts & Filenames
48,29,Convert PNG to JPG
48,29,"Product, Collection, Asset, and Blog Featured images"
49,29,5000 images/month
49,29,Auto & Manual compression
49,29,Alt Texts & Filenames
49,29,Convert PNG to JPG
49,29,"Product, Collection, Asset, and Blog Featured images"
50,29,15000 images/month
50,29,Auto & Manual compression
50,29,Alt Texts & Filenames
50,29,Convert PNG to JPG
50,29,"Product, Collection, Asset, and Blog Featured images"
54,33,Unlimited image edits
54,33,"Unlimited resize, watermark, compression, etc."
54,33,90 backup and restore
54,33,Free alt texts
54,33,Free meta titles
54,33,Free Json LD
55,33,Small Shops
55,33,Unlimited image edits
55,33,Unlimited backup and restore
55,33,Unlimited feature usage
55,33,Bulk & auto optimizer
55,33,Many more features!
56,33,Medium Shops
56,33,Unlimited image edits
56,33,Unlimited backup and restore
56,33,Unlimited feature usage
56,33,Bulk & auto optimizer
56,33,Many more features!
57,33,Large Shops
57,33,Unlimited image edits
57,33,Unlimited backup and restore
57,33,Unlimited feature usage
57,33,Bulk & auto optimizer
57,33,Many more features!
63,39,No POWr Logo
63,39,3 Plans
63,39,Custom HTML
63,39,Accept Payments via PayPal
63,39,Recurring Subscriptions
64,39,No POWr Logo
64,39,6 Plans
64,39,Custom HTML
64,39,Accept Payments via PayPal
64,39,Recurring Subscriptions
64,39,Custom CSS + JS
65,39,No POWr Logo
65,39,3 Plans
65,39,Custom HTML
65,39,Accept Payments via PayPal
65,39,Recurring Subscriptions
65,39,Custom CSS + JS
65,39,Business Upgrade for all Plugins
66,39,3 Plans
66,39,Custom HTML
66,39,Accept Payments via PayPal
66,39,Recurring Subscriptions
71,44,Weekly & monthly reports
72,44,"Daily, weekly & monthly reports"
73,45,5 Entries
73,45,Custom HTML
74,45,No POWr logo
74,45,10 Entries
74,45,Custom HTML
74,45,Search Bar
74,45,Half-Width Sections
75,45,No POWr logo
75,45,15 Entries
75,45,Custom HTML
75,45,Search Bar
75,45,Custom CSS + JS
76,45,No POWr logo
76,45,Unlimited Entries
76,45,Custom HTML
76,45,Search Bar
76,45,Custom CSS + JS
76,45,FREE Business Upgrade for all 50 POWr Plugins
77,46,Standalone file uploads (files can't be added to orders)
77,46,Unlimited files per month
77,46,512 MB file size limit
78,46,File uploads with Shopify orders
78,46,Unlimited files per month
78,46,1 GB file size limit
79,46,File uploads with Shopify orders
79,46,Unlimited files per month
79,46,3 GB file size limit
80,47,One location
81,47,50 locations
82,47,500 locations
83,47,1000 locations
90,54,Forever free
90,54,Fully customizable
90,54,Open in popup or link to Instagram
90,54,Automatic feed updates
90,54,Available for all devices and themes
90,54,Video support
91,54,Everything in Free
91,54,Product tagging
91,54,Show likes and comments
91,54,Filter posts by hashtags
91,54,Custom rows/columns on mobile
91,54,Up to 3 different feeds
92,55,Unlimited Emails
92,55,3 Emails per Abandonment
92,55,Easy Setup
92,55,Premium Support
93,56,up to 50 active affiliates
93,56,all features of the app are enabled
94,56,up to active 200 affiliates
94,56,all features of the app are enabled
95,56,up to active 1000 affiliates
95,56,all features of the app are enabled
96,56,unlimited affiliates
96,56,all features of the app are enabled
97,57,Unlimited impressions and clicks
97,57,Sticky ATC Bar
97,57,Sticky Checkout Bar
97,57,Sticky Cart
97,57,Quick Buy
97,57,Skip Cart
97,57,Priority Support
97,57,Beautiful animations
97,57,and more!
99,59,For Basic Shops which have 0 order/month
100,59,Basic Shopify Shops with at least 1 orders/month
101,59,For Professional/ Shopify shops
102,59,For Unlimited/Advanced Shopify
103,60,For Basic Shopify shops
104,60,For Professional/ Shopify shops
105,60,For Unlimited/Advanced Shopify shops
106,60,For Shopify Plus shops
107,61,Free for development plan
109,63,No POWr logo
109,63,Custom Content After Count
109,63,Custom Button
109,63,"Hide Days, Hours or Minutes"
109,63,Advanced Animation Effects
109,63,Automatically Repeat Timer
110,63,All Starter Features +
110,63,Countdown Per Visitor
110,63,Count Up Per Visitor
110,63,Custom CSS
111,63,All Pro Features +
111,63,FREE Business Upgrade for all 50 POWr Plugins
112,63,"Countdown Years, Days, Hours & Seconds"
113,64,Up to 250 active members
113,64,"Many features available, while some features are slightly limited"
113,64,No custom development
114,64,Up to 500 active members
114,64,All features included
114,64,API Access
115,64,"Up to 1,000 active members"
115,64,All features included
115,64,API Access
116,64,"Up to 6,000 active members"
116,64,All features included
116,64,API Access
117,65,All POP UP types
117,65,Auto Responders
117,65,Auto sync to Mail Chimp and Shopify
117,65,Auto creation of Discounts
117,65,Bulk Sync to Omnisend and Klaviyo
120,68,Email reports delivered to a single email address
120,68,Customizable delivery options
120,68,Choose which metrics to include
121,68,Unlimited recipients for each report
121,68,White-label the reports. Include your logo and custom colors
122,68,Customized email reports
122,68,Combine data from multiple Shopify stores into a single email report
123,69,In-Store Recommendations
123,69,Automatic Multivariate Testing
123,69,Realtime Catalog Synchronization
123,69,White-glove Service
124,69,Everything in GROWTH
124,69,Personalized Recommendations in Email
124,69,Customized Recommendations
124,69,Google Analytics Integration
124,69,Advanced Styling & UX
125,69,Everything in PREMIUM
125,69,Personalized Recommendations
125,69,Content Recommendations
125,69,Rules-based Recommendations
125,69,Dedicated Infrastructure
127,71,We remove synced data as soon as that particular shop log out from app. But you can keep your synced data on our app by paying extra.
129,73,3 Slides
130,73,6 Slides
130,73,No POWr Logo
130,73,Custom Slide Speed
130,73,Custom Arrow Style
130,73,Advanced Transitions
131,73,10 Slides
131,73,No POWr Logo
131,73,Custom Slide Speed
131,73,Custom Arrow Style
131,73,Advanced Transitions
131,73,Autoplay Videos
131,73,Disable Right Click
131,73,SEO Alt Tags
132,73,As Pro +
132,73,Unlimited Slides
132,73,Business Upgrade for All 50 POWr Apps
139,80,"Unlimited free plan for development stores, trial and NPO accounts"
139,80,All features available without restrictions
139,80,Same-day technical support
140,80,For paid Shopify plans
140,80,All features available without restrictions
140,80,Agencies welcome - benefits program available
140,80,Same-day technical support
141,80,For Shopify Plus plans
141,80,All features available without restrictions
141,80,Agencies welcome - benefits program available
141,80,Priority technical support
143,82,Automatic Customer Segmenting
143,82,Customer Grids
143,82,RFM analysis
143,82,Simple letter grading for customers (A-F)
143,82,Export your analyzed customers (CSV)
144,82,Adding:
144,82,Customer Purchase Latency for
144,82,All-time
144,82,Current year and last year
144,82,Current and last quarter
144,82,Customer Cohort Report for last 12 months
145,82,Adding:
145,82,Customer Purchase Latency for
145,82,All-time
145,82,Every year
145,82,Every quarter
145,82,For your entire store history
145,82,Customer Cohort Report for all time
146,83,Trial 3 Days
146,83,Create 1 gallery
146,83,Upload up to 20 images
146,83,Bulk upload on CDN
146,83,Easy Customize settings
146,83,"Light-box Popup, hyperlink & captions"
147,83,Unlimited gallery & unlimited images
147,83,Resized Images for different device
147,83,Easy Customize settings to match your store
147,83,Hover Effects
147,83,Lazy Load
152,88,Unlimited parcel quotes
152,88,Multiple stocking locations
152,88,Standard Box Sizes (optional)
152,88,Residential delivery
152,88,Handling fee
153,88,Basic plan plus...
153,88,Do not display rates to PO Boxes
153,88,Hazardous material support
154,88,Standard plan plus...
154,88,Transit time limits on Ground service
154,88,In store pick up and local delivery options
154,88,Specify a local delivery fee
157,91,Unlimited LTL freight quotes
157,91,Multiple stocking locations
157,91,Include residential delivery
157,91,Include gate delivery
157,91,Handling fee
158,91,Basic plan plus...
158,91,Offer the option of residential delivery
158,91,Offer the option of lift gate delivery
158,91,Hazardous material support
159,91,Standard plan plus...
159,91,Proximity options for in store pick up and local delivery
159,91,Define proximity by distance or postal codes
159,91,Local delivery fee
165,97,PWA for Android
165,97,PWA for iOS
166,97,PWA for Android
166,97,PWA for iOS
166,97,smile.io integration
167,97,PWA for Android
167,97,PWA for iOS
167,97,smile.io integration
167,97,Advanced Service Worker
168,97,PWA for Android
168,97,PWA for iOS
168,97,smile.io integration
168,97,Advanced Service Worker
168,97,Priority Support
168,97,Extended 14 days free trial
172,101,Drop-down Mini Cart
172,101,Automatic Fixed Cart
172,101,Ajax Cart
172,101,Fully Customizable
172,101,Recently Added Cart (New)
172,101,Sales Notification (New)
172,101,Full Support
174,103,All Store Notification Emails
174,103,Recommended Products
174,103,Unique Discount Codes
174,103,Referral Programs
174,103,Analytics
174,103,Support Docs in Help Center
175,103,Everything in Starter and the following:
175,103,Follow-Up Emails
175,103,Integrations
175,103,Priority Email Support
175,103,Sync past purchases
175,103,Spently branding removed
176,103,Everything in Essential and the following:
176,103,Quarterly Strategy Review
176,103,Dedicated Onboarding Specialist
176,103,Priority Phone & Email Support
177,103,Dedicated Account Executive
177,103,Branding & Design Consultation
177,103,Monthly Strategy Review
177,103,Monthly Reports
177,103,Email Design & Setup
177,103,Extended Reporting
180,106,"4 types of Timer(Normal, Per Visitor, Fixed, End Hour)"
180,106,Fully Customizable
180,106,2 Themes + Progress Bar
180,106,Premium Shopify Countdown Timer
183,109,Free Trial
183,109,All in One App - 3 apps in 1
183,109,Fully Customizable
183,109,18+ Icon options
183,109,"Fully Responsive, Desktop + Mobile"
183,109,Performance report
183,109,Premium Support
184,110,All features included
185,111,Unlimited number of wholesale statuses
185,111,Assign wholesale membership statuses automatically & manually
185,111,Discount rate by % or by money equivalent
189,115,You get the first 10 days for FREE!
189,115,Unlimited orders
189,115,Translatable notifications
189,115,Cart notifications
189,115,Roundups
189,115,Extensive statistics
190,115,Additional notification designs
190,115,Plus all the benefits of the Best Value plan
194,119,WA Share - Customer can share store links
194,119,WA Chat - Customer can message direct to merchant
195,119,WA Share
195,119,WA Chat
195,119,WA Share Reports
196,119,WA Share
196,119,WA Chat
196,119,WA Share Reports
196,119,Abandoned Cart on WA - Admin can send direct message to customer
197,119,WA Share
197,119,WA Chat
197,119,WA Share Reports
197,119,Abandoned Cart on WA - Admin can send direct message to customer
197,119,Mobile App(Android) to manage Abandoned Carts
198,120,One-click install and easy setup
198,120,Fully customizable messages
198,120,Compatible with any theme
198,120,24/7 fast live chat support
199,121,Auto renew timer
199,121,Hide timer when the time is expired
199,121,Cache on (Optimize for speed)
199,121,Use free templates
199,121,One timer
200,121,Auto renew timer
200,121,Hide timer when the time is expired
200,121,Cache on (Optimize for speed)
200,121,Use premium templates
200,121,Customize templates
200,121,Up to 10 timers
201,121,Auto renew timer
201,121,Hide timer when the time is expired
201,121,Cache on (Optimize for speed)
201,121,Use premium templates
201,121,Customize template
201,121,Unlimited timers
202,122,All features included
203,123,Unlimited Orders
203,123,Unlimited Notifications
203,123,Unlimited Sales Notifications
203,123,No App Branding
204,123,All Free Plan Features
204,123,Unlimited Cart Notifications
204,123,Additional Notification Designs
204,123,Analytics - Coming Soon
204,123,Priority Support
207,126,Please make a backup of your published theme before installing! You need to be store owner to install apps. Have issues? Email us!
210,129,Daily/Weekly email alerts
210,129,"Set alerts on store, product or variant"
210,129,Exclude products or variants you don't want to be alerted about
211,129,All features in Basic plan
211,129,Hourly email alerts
211,129,Collection alerts
211,129,Real-time low stock web report
212,129,All features in Pro plan
212,129,Forecast Sales & Re-Order quantity
217,134,"Store up to 1,000 customer birthdays"
217,134,Ready to go on install
217,134,Style campaigns to match your brand
217,134,Dedicated Birthday Sign-up Page
217,134,Works with POS
218,134,"Store up to 5,000 customer birthdays"
218,134,Plus all the benefits of the Base plan
219,134,"Store up to 15,000 customer birthdays"
219,134,Plus all the benefits of the Growth plan
220,134,"Store 15,000+ customer birthdays"
220,134,Plus all the benefits of the Established plan
220,134,Ideal for high traffic sites
225,139,Try FREE for 14 days!
225,139,Only $24.99/month after that.
225,139,Cancel anytime.
226,140,Trial any paid plan for 7 days
226,140,Data access is limited
226,140,Integrations not available in trial
227,140,(1) Brand
227,140,Sweepstakes App
227,140,Contest App
227,140,Instant Win App
227,140,Referrals App
227,140,Email Collection App
227,140,Comments App
227,140,Social Actions
227,140,Basic Integrations
228,140,Starter Plan Features AND
228,140,Manage (2) Brands
228,140,Add (2) Users
228,140,White Label Branding
228,140,Sales Tracking
228,140,Email Notification
228,140,Premium Integrations
229,140,Business Plan Features AND
229,140,Manage (5) Brands
229,140,Unlimited Users
229,140,Hashtag Entries
229,140,A/B Testing
229,140,Collect Payments
229,140,Multiple Languages
229,140,Segments
231,142,You get the first 5 days for FREE!
231,142,Total buy button customization
231,142,Different cart button designs
231,142,Can hide button on out of stock products
234,145,Try FREE for 14 days!
234,145,Only $14.99/month after that.
234,145,Cancel anytime.
236,147,Order Form
236,147,List your product and their variants
236,147,Integrates with any shop theme
236,147,Mobile friendly
237,147,All features in basic subscription
237,147,Set minimum or maximum quantity
237,147,Set increments of products
237,147,Bulk import export
238,147,All features in basic subscription + professional subscription
238,147,and Re Order feature
239,148,Try FREE for 7 days!
239,148,Extra profit from trial period alone usually pays for an entire year of Sticky Quickbuy
245,154,"One simple plan, unlimited everything!"
248,157,Responsive layouts
248,157,Embed media content
248,157,Advanced image settings
248,157,5 Pages
249,157,Responsive layouts
249,157,Embed media content
249,157,Embed Products
249,157,Advanced image settings
249,157,15 Pages
249,157,20 Product Pages
250,157,Responsive layouts
250,157,Embed media content
250,157,Embed Products
250,157,Advanced image settings
250,157,HTML Editor
250,157,50 Pages
250,157,100 Product Pages
251,158,Up to 25 Processed Orders Per Month
252,158,Up to 100 Processed Orders Per Month
253,158,Up to 250 Processed Orders Per Month
254,158,Unlimited Processed Orders Per Month
259,163,Order notifications for all types of order events.
259,163,Search orders/products/customers directly in Slack.
259,163,"Limit of 1,000 notifications/day."
260,163,Customize the order notification message.
260,163,Rules engine (up to 10 event rules).
260,163,"Limit of 5,000 notifications/day."
260,163,15-day free trial.
262,165,Use credit to add/remove products
262,165,Each credit can be used to add/remove ONE product
262,165,min 24-hour schedule frequency
262,165,Does not expire
263,165,Unlimited user trigger updates and uploads
263,165,"Limit 4,000 SKUs"
263,165,1 update feed
263,165,min 12-hour schedule frequency
263,165,Support
264,165,Unlimited user trigger updates and uploads
264,165,"Limit 10,000 - 50,000 SKUs"
264,165,3 - 10 update feeds
264,165,min 6-hour schedule frequency
264,165,Support
265,165,Unlimited user trigger updates and uploads
265,165,"Limit 120,000++ SKUs"
265,165,20++ update feeds
265,165,min 3-hour schedule frequency
265,165,Support
267,167,Try FREE for 7 days!
267,167,Only $0.16/day after that.
267,167,Usually generates enough extra profit during the trial period to pay for an entire year!
269,169,$9/mo when you have up to 25 orders per month on your store. Unlimited Referrals
270,169,$19/mo when you have up to 150 orders per month on your store. Unlimited Referrals
271,169,$29/mo when you have up to 500 orders per month on your store. Unlimited Referrals
272,169,"$39/mo when you have up to 1,000 orders per month on your store. Unlimited Referrals"
273,170,Flexible settings for certain products and variants
273,170,Customizable design
273,170,Pre-Orders tagging
273,170,Set up Pre-Orders in bulk
273,170,24/7 fast live support
275,172,"1,000 recordings per month. Perfect for small shops."
276,172,"2,500 recordings per month. Great for growing businesses."
277,172,"5,000 recordings per month. Terrific for traffic-heavy stores."
278,172,"10,000 recordings per month."
282,176,Great for small businesses
283,176,Complete customization controls
284,176,Everything you need for a professional mobile experience
285,176,Our premium tier incudes everything
287,178,"Unlimited product Import from Dhgate, Alibaba, Etsy, Banggood, Taobao, Tmall, Walmart, Rakuten, Tmart, Gearbest, Wish & More!"
288,178,Fully access to the basic plan + Unlimited product imports from Aliexpress & Amazon.
289,178,"Fully access to the premium plan + Semi-Automatic Order Fulfillment From  Aliexpress, Amazon, Dhgate, Wonify."
291,180,70 order items
291,180,Can't remove branding
291,180,Delay in sync
292,180,200 order items
292,180,Can remove branding
292,180,Immediate synchronization
297,185,2 Forms
297,185,Form Builder Dashboard
297,185,10 MB/File Upload Limit
297,185,2 GB Space
297,185,500 Submissions/Month
298,185,4 Forms
298,185,Form Builder Dashboard
298,185,20 MB/File Upload Limit
298,185,10 GB Space
298,185,5000 Submissions/Month
298,185,1 Form design customization by our team.
299,185,10 Forms
299,185,Form Builder Dashboard
299,185,100 MB/File Upload Limit
299,185,1 TB Space
299,185,50000 Submissions/Month
299,185,2 Form design customization by our team
304,190,Unlimited forms & subscribers
304,190,Creative freedom
304,190,"10,000 emails/mo"
304,190,Up to $500 Sumo-driven revenue
304,190,Ecommerce shortcuts
304,190,Basic targeting & integrations
305,190,"Everything on Free, plus"
305,190,Unlimited emails/mo
305,190,Unlimited Sumo-driven revenue
305,190,Advanced targeting & integrations
305,190,1-on-1 onboarding
305,190,No Sumo branding
306,191,3 ways to obtain customer email
306,191,Apply for all or certain products
306,191,Export data from subscription form
306,191,Customizable design
306,191,24/7 support
307,192,"Unlimited everything! Print, fulfill and export as much as you need, with no extra charges or order limits."
314,199,Automated image sitemap submission
314,199,Automated sitemap reporting
314,199,1-Click Install
315,200,QuickView
315,200,Promobar
315,200,Trust Badges
315,200,Real-time Visitors
315,200,Flat monthly fee
315,200,Quick Support
318,203,FREE forever
318,203,1 warning
318,203,For multiple products
318,203,For all the store products
318,203,For specific product variants
318,203,Line item warning messages
318,203,Email support
319,203,All Free features
319,203,Unlimited warnings number
319,203,Geo-targeted warnings
319,203,Smart collections
319,203,Warnings available on the checkout page
319,203,Prioritized support
320,204,Upto 100 Members
321,204,Upto 500 Members
322,204,Upto 1000 Members
323,204,Upto 5000 Members
324,205,No Monthly Fee
324,205,No Upfront Costs
324,205,550+ Products
324,205,$9.00 Tee
324,205,$5.50 Mug
324,205,$19.50 Hoodie
324,205,Upgrade Plan At Any Time
325,205,550+ Products
325,205,Lowest Prices In The Industry
325,205,Higher Margins
325,205,$7.00 Tee
325,205,$3.50 Mug
325,205,$17.50 Hoodie
325,205,14 Day Free Trial
327,207,The price is $1 per 1000 products (variants are free) per month. The minimum amount is $7 per month.
329,209,3 positions to show
329,209,Scheduled and fixed-length timers
329,209,Customizable design
329,209,Auto restarts and individual timers
329,209,24/7 fast live chat support
331,211,Unlimited number of bundles with the same product
331,211,Fixed amount or percent discount for bundled products
331,211,Customizable design
331,211,24/7 fast support
335,215,"For stores on the 'Basic', 'Shopify' or ‘Advanced’ plans"
335,215,Flat monthly fee
335,215,Create unlimited bundles
335,215,Zero commission charged by app
336,215,For stores on a ‘Shopify Plus’ plan
336,215,Flat monthly fee
336,215,Create unlimited bundles
336,215,Zero commission charged by app
340,219,2 dynamic values: number of clients looking at a product and low stock inventory
340,219,Bulk changes in minutes
340,219,Fully customizable widget
340,219,24/7 support
343,222,Flexible discount scheduling
343,222,Discount rules bulk editor
343,222,Repeat discounts
343,222,Drag-n-drop sale badges editor
343,222,24/7 fast live chat support
345,224,We only start counting the 14 day free trial when you activate your recommendations. Take as long as you need to get them looking perfect!
348,227,Mixed cart with and without subscription products
348,227,0% commission for subscription billing
348,227,No customer registration required
348,227,24/7 support
350,229,Set up the app in minutes
350,229,Fast bulk changes
350,229,Customizable widget design
350,229,No product duplicates
350,229,Works with any theme
350,229,24/7 fast live chat support
353,232,"Import Unlimited Products from Aliexpress, Full Product Customization, Edit Titles, Descriptions, Weights, Pricing, Tags and More!"
354,232,"Import Unlimited Products from Aliexpress, Full Product Customization, Semi-Automate Order Fulfillment"
359,237,Make 10 upsell purchases per month for free!
359,237,Limited Support
360,237,Sell unlimited upsells each month
360,237,Live Chat Support
364,241,Unlimited Goals
364,241,Theme Customization
364,241,Compatible with Ajax Themes
364,241,Optimized for Mobile and Desktop screens
364,241,No coding required
365,241,All features of Free Plan
365,241,⭐Target specific countries
365,241,⭐4 Automatic discounts:
365,241,1. FREE SHIPPING
365,241,2. FREE GIFT
365,241,3. PERCENTAGE OFF
365,241,4. AMOUNT OFF
367,243,2-in-1: partial and share payments
367,243,Manual split order creation
367,243,Reminders for customers
367,243,Email notifications for merchants
367,243,24/7 live chat support
369,245,"Import unlimited Products from Amazon.com, Amazon.ca, Amazon.co.uk, Amazon.cn, Amazon.fr, Amazon.de, Amazon.in, Amazon.nl, Amazon.es"
370,245,Access to the Zonify basic plan + Semi-Automate Order Fulfillment.
372,247,For Basic Shops which have less than 10 products.
372,247,Use variables for label text
372,247,Unlimited Labels
373,247,Basic Shopify Shops with more 10 products
373,247,Use variables for label text
373,247,Unlimited Labels
374,247,For Professional/ Shopify plan
374,247,Use variables for label text
374,247,Unlimited Labels
375,247,For Unlimited/Advanced Shopify plan
375,247,Use variables for label text
375,247,Unlimited Labels
375,247,Free Customization
378,250,Unlimited popups
378,250,Unlimited websites
378,250,Image popup
378,250,HTML popup
378,250,Video popup
378,250,Iframe popup
378,250,Subscription popup
379,250,Silver package plus+
379,250,Social popup
379,250,Contact popup
379,250,Age restriction popup
379,250,Countdown popup
379,250,Exit-intent popup
379,250,Statistics
379,250,Spinner popup
379,250,By Referral
380,250,Gold package plus+
380,250,1 million page views
380,250,Advanced customization
380,250,Show popup after inactivity
380,250,Target popup by country
380,250,Google Map
380,250,PayPal button
388,258,"Basic features like customers can create quote list and submit, merchant can get quote notification, search and export received quotes, etc."
389,258,Basic features and additional features like custom input fields and making draft order and email its checkout link.
396,265,Free for development plan
402,271,1 store language
402,271,5 channels
402,271,2000 products
402,271,Order sync (from $19/month)
402,271,API integration
402,271,Google analytics
402,271,No setup costs
402,271,30-day free trial
403,271,2 store languages
403,271,10 channels
403,271,5000 products
403,271,Order sync (from $19/month)
403,271,API integration
403,271,Google analytics
403,271,No setup costs
403,271,30-day free trial
404,271,4 store languages
404,271,20 channels
404,271,53000 products
404,271,Order sync (from $19/month)
404,271,API integration
404,271,Google analytics
404,271,No setup costs
404,271,30-day free trial
409,276,One catalog can be saved with max 150 products.
410,276,5 saved catalogs with maximum of 300 items in each catalog. Three available themes to choose from.
411,276,"7 saved catalogs with maximum of 700 products in each. 6 available themes.Add front cover,back cover, social network info and contact info."
412,276,"12 saved catalogs with max. of 1000 products in each. 7 available themes.Add front cover,back cover, social network info and contact info."
413,277,Native Slack Integration
413,277,Unlimited Team Members & Live Chat Agents
413,277,Limited to 20 Chats/month
413,277,Limited to 1 Live Chat App
414,277,Unlimited Live Chat Agents
414,277,Unlimited Chat Widgets
414,277,Remove Co-Branding
423,286,Perform up to 100 actions a month
424,286,Perform up to 1500 actions a month
425,286,Perform up to 5000 actions a month
427,288,Unlimited offers
429,290,Support of 248 currencies
429,290,Automatic currency conversion
429,290,Manual currency switching
429,290,Country-currency relations
429,290,Prices round-up
429,290,Customizable rates
430,291,25 MB (one-time)
430,291,Product images only
430,291,Manual upload and compress
430,291,30-day backup
431,291,500MB of images/month
431,291,Automatic & manual compression
431,291,"Product, Collection, Asset, and Blog featured  images"
431,291,SEO + ALT Renaming
431,291,30-day backup
432,291,2GB of images/month
432,291,Automatic & manual compression
432,291,"Product, Collection, Asset, and Blog featured  images"
432,291,SEO + ALT Renaming
432,291,30-day backup
433,291,5GB of images/month
433,291,Automatic & manual compression
433,291,"Product, Collection, Asset, and Blog featured  images"
433,291,SEO + ALT Renaming
433,291,30-day backup
434,292,30+ social icons supported
435,293,"Desktop and Mobile Exit Intent, Clickable Tab Trigger, Automated Integrations, Adjust Probability and much more."
436,293,"All Pro features plus Automatic Unique Coupons, Duplicate Email Prevention, Page Targeting"
437,294,Retargeting Ads
437,294,Product Promotion Ads
437,294,Campaign Suggestions
437,294,Smart Audiences
437,294,Lookalike Audiences
437,294,Ad Reporting
437,294,Product Sync
437,294,24x7 Online Support
438,295,"Have your Google Ads created & uploaded on Google Adwords for free. Search, Display and Retargeting Ads."
439,295,"Take your marketing strategy to the next level! Google Shopping, Dynamic Remarketing Ads, Google Shopping Weekly reporting and much more."
440,295,Have access to full customization of your Google Ads campaigns & maximum flexibility with a dedicated Adwords expert account manager.
442,297,15+ templates
442,297,Basic page elements
442,297,1 saved section
442,297,3 page limit
442,297,New Regular page
442,297,Page outline
443,297,"All in Free, plus:"
443,297,40+ templates
443,297,Advanced page elements
443,297,5 saved sections
443,297,No page limit
443,297,Product page add-on
443,297,New Home page
443,297,Autosave
444,297,"All in Pro, plus:"
444,297,20 saved sections
444,297,Collection page add-on
444,297,New Coming soon page
444,297,New Blog post
444,297,Import/Export page
444,297,Slideshow element
444,297,Version history
451,304,Unlimited product fees
451,304,Custom fee pricing
451,304,Product fee display conditions
451,304,Convenient fee management tools
454,307,"Elemental reports – customer gender, location (US metro area-level), and time-of-day analysis. Free for all stores."
455,307,"Free reports + advanced reports: age, income, interests, marital status, and education. For stores with orders between 0 and 10,000."
456,307,"Free reports + advanced reports: age, income, interests, marital status, and education. For stores with 10,000 or more orders."
459,310,All premium features are available
460,311,Up to 50 monthly orders
460,311,Print documents in bulk
460,311,Print documents for draft orders
460,311,Automated PDF delivery to customers
460,311,Customizable templates
461,311,Unlimited monthly orders
461,311,Print documents in bulk
461,311,Print documents for draft orders
461,311,Automated PDF delivery to customers
461,311,Customizable templates
465,315,"30 day free trial, 5 free active registries, unlimited wishlists, customizable styling, social media sharing, email notifications"
466,315,"7 day free trial, 25 free active registries, same features as Bronze Plan and: passworded registries, email sharing, registry messaging"
467,315,"7 day free trial, 50 free active registries, same features as Silver Plan and: customizable content, stock tracking and warnings"
468,315,"7 day free trial, 100 free active registries, same features as Gold Plan and: POS support, custom property tracking and API accessibility"
469,316,"Up to 1,000 new wishlists per month — more than enough for most shops."
